company_number,debt,equity
10303655,153779.0,100.0
03495633,91116.0,296619.0
01741596,0.0,0.0
06888710,0.0,2.0
07981630,13.0,63.0
SC294491,0.0,2.0
06417488,17165.0,20.0
09236678,113880.0,-112810.0
10165063,63595.0,4095.0
03359457,413.0,283832.0
01480350,25000.0,71202.0
05731397,0.0,535.0
05303167,0.0,1.0
05084094,0.0,0.0
10944106,871.0,741.0
SC302132,31652.0,120075.0
03551685,16920.0,-9236.0
10220057,0.0,100.0
08959230,18606.0,1.0
08170475,0.0,2.0
09257162,46907.0,2.0
09325718,22612.0,28.0
11160387,0.0,0.0
09507585,45436.0,1.0
08281426,0.0,100.0
01937096,16764.0,54212.0
06254658,114903.0,2.0
07653084,0.0,2.0
07350514,8856.0,100.0
02519916,0.0,836911.0
00843732,440012.0,150000.0
07974172,3832.0,124.0
07420638,751346.0,100.0
06523815,0.0,0.0
04852970,0.0,1.0
06399505,317.0,19974.0
07278496,0.0,501.0
11223927,13781.0,1.0
09420477,19969.0,67.0
06273004,3405.0,-137.0
10479457,0.0,100.0
06099726,536.0,-3364.0
08294054,32365.0,0.0
09172612,0.0,0.0
07257611,0.0,9652.0
05937876,157871.0,1.0
06791654,6509.0,107383.0
09591230,6756.0,1.0
06063380,28442.0,17818.0
04489884,0.0,0.0
03789894,115847.0,-106986.0
OC336183,0.0,0.0
02332465,8487.0,27924.0
09378380,40463.0,10689.0
06445757,7622.0,-16.0
SC181581,4393392.0,100.0
04491233,29849.0,167.0
00492627,0.0,1551.0
08010153,11935.0,4668.0
04438626,21502.0,2.0
SC429595,0.0,1.0
08422054,16433.0,100030.0
04899014,0.0,378412.0
04855276,0.0,1396.0
03680601,2546.0,31955.0
01821785,0.0,2.0
00992512,13.0,3185.0
03528482,7976.0,422.0
08633131,0.0,10.0
07334784,25445.0,76326.0
OC372514,548374.0,0.0
05845813,12254.0,8802.0
06786364,525584.0,1.0
10915803,113093.0,633.0
NI626475,0.0,100.0
07832343,51184.0,8.0
03401602,503450.0,201.0
04747359,0.0,6000.0
05629885,0.0,0.0
02904326,0.0,100.0
00509305,3160.0,5076.0
SC547318,11130.0,100.0
SC049830,44128.0,28721.0
06303923,6761.0,-1524.0
04082663,28646.0,24350.0
02489659,0.0,3.0
02222933,6085.0,-5817.0
04838826,11323.0,7558.0
09640924,892.0,1.0
04172544,20521.0,1001.0
03502782,71389.0,10653.0
04726639,101287.0,0.0
10135796,0.0,1.0
03705788,625.0,38796.0
09592765,0.0,100.0
OC330889,0.0,0.0
10305082,0.0,100.0
06960390,31821.0,-19378.0
SC550995,0.0,2.0
04310930,95.0,1.0
05862222,0.0,914.0
08474512,0.0,27.0
10698637,0.0,104.0
04552996,511542.0,1000.0
03055163,0.0,1.0
10535287,0.0,0.02
08719700,0.0,100.0
03133249,11138.0,52724.0
10084777,6491.0,14716.0
10949046,3886.0,-2413.0
03801508,1118.0,450.0
07819787,0.0,1.0
01869518,1609.0,11448.0
09801446,32750.0,160196.0
05083005,19283.0,22.0
09991916,6892.0,1.0
SC478440,0.0,2.0
02861942,31698.0,30302.0
NI644606,0.0,0.0
09960719,0.0,1.0
07399610,0.0,3.0
10648496,35232.0,8621.0
06890940,0.0,1.0
09586981,0.0,1.0
03744380,0.0,1.0
01491154,238901.0,3029481.0
06141156,4.0,112.0
08929558,0.0,2.0
06716893,281965.0,-161857.0
04447594,0.0,100.0
09712024,0.0,1.0
03238222,5568.0,14430.0
07979761,0.0,1.0
04484761,118249.0,3.0
05918292,50826.0,1222.0
06802252,2402666.0,1.0
10699364,0.0,100.0
09173262,13860.0,-3220.0
09591788,2839.0,2738.0
07350036,3288.0,200.0
08474076,11604.0,15766.0
03898843,2533518.0,100.0
07007117,16961.0,1178.0
05173398,1028493.0,-982550.0
03455805,0.0,500.0
NI603743,200428.0,2.0
04756179,779486.0,100.0
OC399308,242232.0,0.0
10136091,18818.0,605.0
05487505,95078.0,700.0
08959704,0.0,1.0
08456543,325469.0,100.0
09734068,1804.0,100.0
05808375,4535.0,293325.0
06255477,30722.0,294053.0
04139040,0.0,0.0
04383256,5115.0,140000.0
01598334,0.0,100.0
03531768,31897.0,16061.0
06449456,0.0,105030.0
SC234802,67446.0,-24336.0
02321767,22291.0,37327.0
04371133,120844.0,233231.0
07511467,6392.0,359.0
09486529,0.0,0.0
06253529,221548.0,100.0
00929034,4977.0,200.0
05632423,0.0,-26733.0
11395246,420.0,100.0
SC532676,30366.0,42954.0
SC538540,41446.0,14968.0
05647384,0.0,1.0
06052337,0.0,1.0
04727465,12309.0,17499.0
04765754,108476.0,100.0
03921203,0.0,100.0
00927539,410190.0,59806.0
04185171,0.0,1.0
08426341,10667.0,2.0
05246123,111841.0,350000.0
07166046,142809.0,162395.0
01925803,0.0,7351.0
05300885,224930.0,1000.0
06301479,596940.0,4001030.0
SC439430,37747.0,2.0
03318755,0.0,0.0
07363120,0.0,2.0
08703897,256926.0,100.0
05883027,0.0,0.0
04302968,520.0,26181.0
SC395835,466938.0,1.0
04143066,15940.0,100.0
SC557284,48899.0,-15984.0
04549858,13.0,13.0
NI055651,694490.0,3972544.0
11113377,0.0,10.0
10535372,0.0,0.02
02981163,288347.0,327558.0
01093205,26796.0,9892.0
07821306,125995.0,18767.0
03072695,2100.0,11770.0
06510709,0.0,6477.0
10096767,9609.0,11.0
04178931,182680.0,253033.0
08807336,0.0,5.0
NI034977,246074.0,62294.0
03731819,1508272.0,100.0
SC231864,778639.0,40000.0
08283672,0.0,100.0
09586983,0.0,1.0
09509261,0.0,2.0
SC478595,31720.0,100.0
SC301406,1070260.0,44500.0
03478888,191391.0,100.0
06639476,220287.0,100000.0
09339457,0.0,1.0
03539284,849198.0,255222.0
04958401,0.0,0.0
09458948,379520.0,1610.0
00368590,206009.0,5000.0
08932067,9714.0,1.0
04454973,0.0,6.0
09196582,105166.0,300.0
05000427,135769.0,58523.0
01737813,0.0,0.0
08849598,31170.0,14315.0
10699513,0.0,-1650.0
00762087,0.0,0.0
06414056,51714.0,900.0
08858705,21243.0,100.0
02222998,0.0,510.0
04935737,9830.0,10.0
09713669,120167.0,1.0
03801700,30750.0,2.0
00335231,1724576.0,950.0
07012945,53668.0,-55138.0
04778645,819.0,62188.0
08772146,8811.0,-1604.0
NI055402,325229.0,100.0
10624693,0.0,100.0
09380428,62859.0,15971.0
07564983,23658.0,50.0
06786487,1621866.0,10000.0
02262746,1408.0,1293.0
04760749,2231.0,22429.0
06937785,686740.0,26683.0
07135866,132282.0,4.0
04513830,0.0,163747.0
02318925,0.0,3.0
09743047,0.0,1.0
06448063,12346.0,114576.0
02386168,0.0,0.0
03744689,1706.0,1000.0
09181389,2330.0,2635.0
01657022,49108.0,149.0
05816335,1584057.0,-1572604.0
06053987,7005.0,2.0
09075089,0.0,0.0
09634177,4339.0,100.0
03534473,14489.0,24352.0
SC535413,0.0,2.0
03667015,422997.0,-422997.0
10884796,27416.0,14507.0
08960635,53566.0,73100.0
07447290,79414.0,157500.0
03692140,0.0,1.0
08994735,6476.0,14.0
05665863,1659.0,6000.0
10756824,0.0,2.0
04123100,0.0,0.0
04158766,441579.0,-325460.0
09805293,0.0,1.0
07120232,1207547.0,100.0
09618258,2960.0,290.0
08590449,0.0,1291.0
09743797,0.0,100.0
05318222,1565629.0,1000.0
SC556550,0.0,2.0
04320565,37237.0,4.0
03035194,14029.0,-14029.0
10694103,0.0,100.0
09991965,0.0,100.0
08424592,45297.0,-25361.0
03157276,92989.0,77854.0
10546424,22291.0,1.0
04298347,0.0,0.0
08678419,0.0,100.0
04550204,60291.0,10740.0
09257035,0.0,39854.0
07647211,6233.0,902.0
06303148,19224.0,1.0
03432755,1172653.0,2.0
10096873,91199.0,86003.0
00039100,719.0,15238.0
SC079593,417104.0,17000.0
NI647113,271036.0,271901.0
02352813,5087.0,16.0
02986356,558271.0,200.0
10463352,0.0,100.0
09248471,41696.0,3.0
09341795,0.0,1000.0
10742274,315408.0,100.0
06374254,11519.0,2.0
08819632,0.0,0.0
06524168,84878.0,116678.0
10890922,10996.0,11348.0
02024448,0.0,4.0
03539298,1809.0,2.0
09952667,123940.0,1279.0
04251045,5517.0,1.0
03089555,0.0,100.0
09816333,1214.0,-484.0
06934615,20983.0,2.0
06412599,955932.0,100.0
08688689,0.0,1.0
06640131,376335.0,1013.0
06975228,0.0,1.0
07650139,298571.0,76.0
07257485,0.0,865.0
03277033,0.0,2.0
10458300,0.0,300.0
07310220,53717.0,57651.0
04630306,29490.0,1.0
10699535,25836.0,120.0
04466097,1095660.0,550001.0
06800042,11421.0,-2916.0
04779763,80464.0,100.0
07565373,15070.0,-15582.0
06935772,91745.0,2.0
07273493,124428.0,120.0
00773009,480.0,50835.0
08379687,4206.0,-3430.0
06828579,101927.0,1000.0
04451674,1265017.0,379257.0
OC401415,148680.0,0.0
08010992,337613.0,2.0
06504999,54123.0,100.0
08655079,1413.0,1606.0
00617596,7966.0,143.0
03557956,19036.0,2.0
02929077,7093.0,0.0
06769064,0.0,37249.0
05915563,0.0,1.0
09747371,20501.0,80108.0
NI050685,18258.0,1000.0
NI022018,0.0,2.0
00237621,2459.0,11481.0
09077373,165340.0,-21327.0
08475348,32616.0,100.0
04215444,0.0,3.0
08526578,0.0,-23.0
09959619,0.0,100.0
SC194959,0.0,10000.0
09091180,10259.0,100.0
SC536415,52996.0,175.0
06546556,930884.0,1760001.0
07541015,5454.0,1123.0
08557607,21795.0,7829.0
07317556,12391.0,22910.0
OC330614,0.0,0.0
06778100,0.0,2071.0
02748513,126793.0,2.0
09026671,866530.0,1.0
07049790,129253.0,1000.0
SC533338,0.0,100.0
05366805,51933.0,100.0
08598635,-2978.0,20952.0
05724972,1171068.0,-68808.0
03499279,491938.0,2.0
00843464,0.0,28.0
02014939,0.0,62.0
06042454,15264.0,100.0
09765515,10668.0,1.0
05633501,79629.0,100.0
07094870,1440.0,-1440.0
03619867,0.0,1.0
07843542,333999.0,1288443.0
06448014,60355.0,1.0
10535762,0.0,0.02
03131278,69743.0,1168116.0
05732339,0.0,1.0
08678533,3211.0,6025.0
01628797,523.0,-231.0
09229603,28932.0,41643.0
07106021,46122.0,360000.0
04832001,794.0,2.0
03433251,1750.0,-407691.0
NI647456,0.0,1.0
SC381034,20035.0,4438.0
SC478995,0.0,300.0
09356353,2066848.0,2.0
06585360,60054.0,3.0
02350673,570.0,1287.0
02034151,0.0,3447.0
05114201,18722.0,5220.0
11087420,15863.0,1.0
01889929,600.0,66592.0
00264516,42562.0,144713.0
03818182,556131.0,278761.0
09154929,5124.0,6994.0
07205402,5032.0,85029.0
02621552,0.0,2.0
NI003842,7977.0,90013.0
10138561,900.0,275463.0
10742568,178642.0,10.0
00938553,0.0,500.0
10799854,0.0,100.0
06640294,433.0,3932.0
08182327,0.0,1.0
04778599,3029.0,-2988.0
09810465,103638.0,2095.0
04731234,241837167.0,-62590713.0
08690064,1949092.0,-93.0
09623014,4153.0,0.0
09687299,0.0,2.0
10462850,7483.0,1.0
06975786,3145.0,164814.0
07308990,22033.0,9120.0
08860961,122.0,42093.0
SC476529,15581.0,10.0
06802981,0.0,2.0
08486960,28400.0,3.0
06412890,119925.0,29107.0
07303529,896.0,0.0
09196038,56324.0,5.0
09415768,22895.0,-16500.0
00842029,0.0,140.0
05992828,-95973.0,0.0
OC400549,0.0,0.0
07230745,0.0,3.0
06938019,3495.0,100.0
09688383,0.0,465850.0
11046073,0.0,1.0
04551070,417224.0,1968.0
04712136,24023.0,1.0
07284813,164653.0,430424.0
08672913,386900.0,100.0
NI050719,0.0,12.0
06765538,7801.0,1.0
07504867,0.0,0.0
04781126,3623.0,105.0
04545653,5303.0,-1537.0
05927261,34179.0,1411.0
03245687,25827.0,374095.0
02579831,0.0,2.0
SC230640,66442.0,100.0
SC432787,256639.0,2.0
04301594,1554473.0,100011.0
SC238884,56186.0,1563385.0
07844208,100000.0,120.0
02691753,0.0,90.0
04913696,1944405.0,5.0
06949084,0.0,1.0
07050093,0.0,0.0
NI627409,0.0,100.0
SC543272,37769.0,1.0
09592882,1826.0,100.0
01328075,21397.0,2.0
05233452,251699.0,-251699.0
09367132,235762.0,1000.0
02016877,0.0,1823.0
05634458,0.0,100.0
SC261108,0.0,100000.0
OC339999,0.0,0.0
08078574,15330.0,-5864.0
02683331,0.0,1428.0
10201881,0.0,0.0
06783983,19991.0,300.0
04422071,55443.0,15329.0
10537186,147.0,1614.0
09643318,391383.0,20300.0
03138509,1540520.0,5.0
SC199377,1712532.0,20001.0
05490129,2302.0,100.0
05128649,0.0,200.0
09233797,0.0,0.0
10374889,92873.0,10.0
04836257,0.0,2.0
03165130,3803.0,6.0
03627626,853857.0,2.0
03192534,18316.0,-16034.0
04971425,1251994.0,-356620.0
06073134,66622.0,-66332.0
04439363,0.0,2.0
02568564,30112.0,0.0
10083358,0.0,1.0
10463452,2693.0,100.0
10346170,0.0,2.0
06065109,3602.0,1.0
SC097275,31286.0,168797.0
07368894,0.0,100.0
00431210,101340.0,346308.0
09351158,83722.0,1.0
01396452,223632.0,-123278.0
NI646687,0.0,7.0
07158175,139346.0,90062.0
06368668,0.0,843729.0
09865915,0.0,1.0
03039168,13936.0,12.0
OC347559,535706.0,0.0
SC293438,69011.0,31532.0
06410320,4579346.0,1139088.0
09485198,64881.0,2.0
07691647,69594.0,100.0
03575073,181926.0,3.0
01146094,847052.0,15200.0
01520756,117259.0,30.0
10458979,0.0,100.0
04218513,0.0,720.0
02859691,227544.0,3000.0
08524698,3262758.0,-1106938.0
SC255402,1120.0,2.0
06891794,0.0,1.0
01606623,11112.0,83746.0
00135577,131424.0,3160.0
06601851,0.0,10.0
02387490,0.0,4.0
10336538,1662368.0,10.0
11003310,0.0,100.0
08271665,0.0,1.0
01101944,5536.0,12.0
09412383,89803.0,25119.0
06827560,6621.0,-772.0
00901623,66226.0,122.0
07288186,0.0,10151.0
00497624,3027.0,36736.0
11062176,10245.0,10.0
08895000,0.0,7.0
04501396,269738.0,1002.0
00518209,567.0,368109.0
04512889,19719.0,257.0
09182297,0.0,0.0
02261135,1213667.0,56810.0
02042649,0.0,100.0
04758449,86116.0,1000.0
09767343,198372.0,875.0
04186093,2874.0,-1750.0
06777781,284723.0,0.0
07510595,16801.0,100.0
08961046,121941.0,-37373.0
06052741,2564827.0,-1787041.0
09522451,0.0,118.0
01056801,0.0,0.0
04342600,94540.0,50000.0
SC543372,0.0,0.0
07558274,168593.0,100.0
02834240,7320.0,-7261.0
10816042,1779.0,20.0
04729410,90151.0,172830.0
NI628652,849856.0,10.0
04710701,117773.0,-2698.0
SC410732,0.0,0.0
08925701,0.0,1.0
08258475,36029.0,1525.0
08780041,119870.0,326320.0
05294760,10000.0,25.0
06786915,0.0,0.0
SC516464,4384.0,15931.0
04316892,530644.0,70963.0
05500404,0.0,0.0
04651415,38925.0,4.0
09082983,1526.0,-1107.0
07705484,0.0,2.0
08120231,2297.0,360.0
05351573,224209.0,1000.0
SC390655,0.0,500000.0
08569773,3652.0,3644.0
09231400,21431.0,11678.0
06254578,2169.0,27845.0
03883492,114200.0,62000.0
02066396,0.0,0.0
SC259205,146714.0,90.0
08514334,0.0,1.0
05609877,519215.0,4000.0
10088172,0.0,0.0
10534921,0.0,0.02
06995661,1469.0,14.0
SC116379,1145265.0,3360.0
01891934,0.0,6872.0
03627773,349305.0,100.0
08375599,812315.0,802.0
01595106,0.0,10488.0
07365533,39196.0,-29991.0
03720434,747201.0,-747201.0
06066288,15801.0,100.0
SC340909,0.0,1.0
09198776,93709.0,15570.0
04178758,175607.0,78113.0
NI636387,406696.0,118404.0
00470155,1800.0,32000.0
09359200,17958.0,100.0
02975900,41307.0,100.0
06516997,0.0,2.0
10018445,0.0,1.0
06579338,243131.0,200.0
03607077,40815.0,199236.0
09188248,0.0,3.0
05025382,276953.0,15.0
10444318,7517.0,7231.0
09866052,500.0,94022.0
04250304,1509432.0,1357142.0
02233737,53173.0,1110899.0
04729494,0.0,1.0
04503061,32578.0,100.0
03180490,0.0,300.0
09038191,11669.0,3962.0
06059392,28847.0,16717.0
02034536,0.0,2.0
03645792,540.0,250581.0
10340525,36548.0,1000.0
08429596,14852.0,100.0
00269238,12898.0,33666.0
03296907,0.0,2.0
10179944,480.0,-436.0
10172314,0.0,1.0
02405523,169200.0,9.0
04157534,67169.0,100.0
06828066,32361.0,7213.0
04592923,13236.0,33129.0
04220161,280694.0,375522.0
08875585,4636.0,39048.0
09489319,0.0,1.0
03534393,1967.0,54861.0
08044110,1651.0,20313.0
04697927,0.0,1.0
11053895,188721.0,100.0
07246975,0.0,46492.0
07059928,99604.0,100.0
SC286509,324631.0,69106.0
08113168,376.0,6514.0
01328479,0.0,6000.0
06233165,-1075.0,-2.0
SC430893,0.0,1.0
06789204,0.0,1.0
06918476,5882.0,59511.0
03638250,0.0,20.0
07510835,10238.0,368.0
02687137,45569.0,409835.0
04545164,2257446.0,45000.0
04784399,36352.0,12504.0
01482158,360.0,2707.0
01162240,0.0,124.0
SC238106,2049922.0,2700100.0
08079461,26686.0,6350.0
02422326,5028.0,27053.0
SC545198,4733.0,100.0
03762879,3919807.0,6500.0
07562205,33431.0,3609.0
05741955,7998.0,-7962.0
05499298,13332.0,2.0
02303173,4323763.0,4263269.0
04804948,1798.0,1815.0
05302821,120.0,3730.0
04931164,0.0,2.0
04202454,0.0,2.0
08795330,75385.0,1.0
03160854,13457.0,10.0
02815942,-12346.0,100.0
05510321,10380.0,10.0
07391909,3520.0,116686.0
07705065,0.0,2.0
09623146,229250.0,7360.0
08552282,243.0,-125.0
07119436,0.0,100.0
09085696,0.0,10688.0
07798490,911952.0,101.0
09234800,1227.0,1.0
02065923,2804.0,415298.0
08185864,4718.0,-507.0
SC130146,0.0,100.0
06898099,18641.0,23976.0
08064130,188010.0,276175.0
08548178,0.0,100.0
00649864,53806.0,-53806.0
03902224,232077.0,100.0
08853943,17000.0,21.0
03625469,0.0,100.0
06066720,0.0,4217.0
10030718,0.0,0.0
10353646,2162.0,4.0
10824673,0.0,1.0
00470721,0.0,1019.0
06045044,300.0,100.0
03431793,326035.0,50000.0
08384169,0.0,0.0
03003612,0.0,2.0
00246667,0.0,12909.0
06576352,544182.0,-433868.0
06273397,103635.0,108.0
03571753,0.0,6000.0
04299001,4119.0,-103794.0
06537852,79206.0,0.0
02428384,0.0,1000.0
08990532,223.0,1.0
04257385,8080.0,6920.0
08327500,0.0,2.0
SC451576,348322.0,142857.0
04628036,0.0,3.0
10440161,7000.0,-2812.0
03975288,0.0,1.0
05032923,0.0,2.0
05135777,0.0,1.0
04173634,2095.0,6147.0
05947399,21246.0,2.0
04685532,48040.0,2309.0
03673852,0.0,2.0
05306293,339994.0,1005.0
07371746,35368.0,-38065.0
08638374,15047.0,18133.0
07285230,0.0,1.0
11040946,5591.0,-739.0
04512803,42664.0,-42349.0
07247058,31131.0,-104702.0
05987714,267603.0,5371654.0
04597236,3149843.0,89.0
09487514,0.0,100.0
09294221,12221.0,2961.0
11199569,6194.0,1.0
03188580,0.0,0.0
09395314,461078.0,100.0
NI040006,2017528.0,10000.0
09242900,50511.0,150.0
01331303,502165.0,7856305.0
03806388,860162.0,100.0
04253059,0.0,0.0
04774601,0.0,0.0
06660683,1090.0,40.0
08488993,0.0,45.0
04487647,0.0,2218.0
01978309,6745.0,36780.0
04722680,14314.0,6.0
10636201,93492.0,100.0
03885293,74715.0,102.0
08145797,13265.0,2.0
NI626709,0.0,10.0
02690347,654.0,8.0
02699651,38688.0,596.0
NI073839,35536.0,14301.0
07313190,2549.0,2088.0
06776539,0.0,0.0
10224375,4338.0,7500.0
NI637667,0.0,1.0
SC410915,38333.0,2295.0
05744177,3172.0,-2481.0
SC542967,0.0,108.0
SC411872,69076.0,31819.0
SC570269,65834.0,17135.0
09425475,0.0,9485.0
00749110,2862902.0,2.0
07386373,0.0,1.0
07430619,49354.0,6.0
06234775,33722.0,100.0
03879139,70120.0,-61310.0
08553895,296350.0,40791.0
04805105,92117.0,151.0
03269511,12606.0,0.0
03882679,94279.0,2455.0
04934120,19381.0,1.0
09235786,0.0,7.0
05216406,500.0,100.0
06037086,14226.0,104.0
04574421,11729.0,212.0
07126090,11284.0,1.0
SC531126,1218.0,275.0
10525093,4242.0,-3092.0
09116502,39617.0,4.0
07248633,0.0,1.0
08334627,0.0,0.0
05057663,3349.0,31069.0
08715540,2817400.0,2.0
06067511,121812.0,153.0
11116670,3769.0,612.0
04911159,4726423.0,8929602.0
10453437,110171.0,85739.0
10027352,0.0,0.0
06445419,138401.0,110.0
02947820,0.0,650.0
10826741,7965.0,18945.0
06160934,42729.0,44478.0
03188792,81228.0,100.0
03004175,10753.0,100.0
06497030,61182.0,15809.0
09859829,0.0,494.0
09808293,0.0,1.0
09814839,9201.0,100.0
09522653,0.0,100.0
02025546,419846.0,30000.0
04147055,727.0,740002.0
04526590,5888.0,41272.0
08084669,43722.0,18429.0
06077922,2049.0,11728.0
06971791,0.0,1.0
06369051,7239.0,100.0
07506956,490929.0,100.0
08433928,9263.0,100.0
03991541,1675509.0,1000.0
08547596,244524.0,68143.0
03171596,0.0,881358.0
02160449,65448.0,64348.0
10330040,27000.0,1583.0
04373334,0.0,100.0
09502198,0.0,1.0
09428474,20923.0,2.0
04934899,0.0,2.0
05712078,725.0,100.0
09395456,0.0,1.0
05262178,0.0,60117.0
05312114,2773.0,200.0
03454355,746602.0,150200.0
09148896,19428.0,-12589.0
07282856,883376.0,230.0
09287532,6936.0,2102.0
01525671,7286.0,23334.0
04502146,0.0,1000.0
09899801,52450.0,2.0
04601591,10030.0,4.0
SC245001,58067.0,99.0
07149227,329942.0,33750.0
02883386,0.0,100.0
04255034,0.0,2.0
07812826,87278.0,25161.0
03891123,356.0,152532.0
SC173845,0.0,2.0
NI625819,58345.0,2044.0
08070292,0.0,1.0
08161588,23654.0,-19812.0
08029399,0.0,0.0
SC540405,0.0,100.0
06689012,83331.0,-70486.0
04338968,32533.0,233273.0
05338567,5600.0,1000.0
03008987,0.0,2.0
07167712,0.0,100.0
06779116,1655.0,592424.0
SC563213,15556.0,892.0
02980415,43091.0,1000.0
01712782,0.0,84.0
09426029,0.0,60.0
04438246,22502.0,4.0
10314531,0.0,100.0
08895146,342847.0,1371.0
02342722,0.0,0.0
SC517339,806289.0,1.0
02147152,143262.0,48900.0
07443251,55519.0,29466.0
06236713,36594.0,36237.0
03879884,0.0,0.0
NI605234,23320.0,15801.0
SC290925,0.0,1.0
03406150,22516.0,0.0
02234338,11462.0,6.0
09765525,272439.0,100.0
07641345,31810.0,-8280.0
08102394,237722.0,1975.0
SC545543,452.0,9584.0
SC257868,22150.0,3297.0
06784875,0.0,15.0
03218119,2526144.0,1479660.0
01215502,73970.0,70088.0
09360857,115081.0,100.0
07247118,24601.0,92655.0
10351098,14502.0,2851.0
08716444,51881.0,3246.0
05012266,0.0,9.0
NI055460,283419.0,707931.0
07556544,13108.0,38.0
02878864,0.0,2.0
10831787,61838.0,2.0
06556344,0.0,2.0
09647308,0.0,1.0
09194891,0.0,1.0
06496203,0.0,2.0
05919583,308.0,-208.0
03658022,518798.0,300000.0
02020401,0.0,2.0
08187233,28056.0,175637.0
08996564,0.0,0.0
04708856,35058.0,28057.0
06255817,257628.0,500000.0
09039532,0.0,4.0
04865912,23524.0,1.0
06166899,0.0,11010.0
08812766,34.0,0.0
02919246,8884.0,2.0
01130968,11387.0,85.0
09685043,4723.0,83.0
04409205,26820.0,136.0
02388324,0.0,1800.0
03783896,8594.0,1002.0
06038746,11690.0,7188.0
02163856,0.0,2.0
09530764,0.0,1.0
04062617,244119.0,487.0
08404129,939.0,1.0
05088409,2492.0,15000.0
09500166,9483.0,83143.0
07377103,368971.0,1.0
08518650,31252.0,3458.0
SC188241,8407.0,106451.0
09402145,3552.0,32617.0
04669231,0.0,2.0
NI638733,7071.0,16490.0
03289771,93882.0,2130000.0
05715312,88713.0,2.0
09893905,1991.0,230960.0
07692959,0.0,1.0
08124394,0.0,163277.0
02975954,132270.0,0.0
01830970,0.0,76005.0
10379325,103948.0,100.0
09245462,48596.0,10555.0
08282645,21580.0,2228222.0
06465806,10978.0,1.0
10041779,8024.0,100.0
07280538,250.0,689.0
04726204,43434.0,12539.0
SC273215,170378.0,-121688.0
07953007,250.0,100.0
09421678,5509.0,6860.0
02642548,2495.0,705.0
08027845,23813.0,52554.0
01495766,365.0,89561.0
03760824,0.0,1.0
SC534299,2460.0,2319.0
NI646252,39388.0,80695.0
SC571773,0.0,100.0
02544880,0.0,2.0
05246163,22993.0,79054.0
06790590,1123.0,100.0
04205449,0.0,1.0
04256079,1875696.0,23000.0
02633299,0.0,0.0
04245464,57668.0,11052.0
09744905,-1.0,200.0
04168774,0.0,-4690.0
00999874,8660.0,227968.0
OC366196,10936.0,0.0
10315563,15266.0,573.0
05127468,111407.0,-111403.0
08102528,0.0,1.0
01564549,4025210.0,705260.0
08875676,55174.0,100.0
10107134,4075.0,1231.0
03592722,3523.0,4.0
05510674,2533.0,142.0
04301801,127077.0,2.0
10317339,253967.0,100.0
07106492,166254.0,79529.0
10212813,3399.0,100.0
05610334,0.0,0.0
02321168,2830.0,14148.0
SC259713,1073863.0,419428.0
03219347,0.0,24288.0
10523385,882.0,493.0
06760790,0.0,1.0
01896879,0.0,100.0
04515549,0.0,1.0
03161448,0.0,2.0
03555239,0.0,2.0
10836686,381879.0,-32837.0
05708283,1043.0,1043.0
03404192,513.0,1323.0
09647722,11486.0,44.0
07787537,0.0,1.0
08712250,10516.0,102.0
03904296,57233.0,348991.0
01058223,15801.0,25000.0
03669086,0.0,0.0
08381835,0.0,1.0
04184699,73089.0,60839.0
06592162,0.0,1.0
04181662,0.0,2.0
06257721,49162.0,635.0
SC384652,27010.0,15591.0
09609603,8585.0,-1339.0
03584662,331.0,9706.0
05014714,155298.0,270458.0
08330057,20184.0,174703.0
03718283,726422.0,120.0
09686460,0.0,1.0
04931683,6777.0,7338.0
07513680,0.0,0.0
00892716,34137.0,-34137.0
06327807,11363.0,0.0
00913062,30473.0,69488.0
05276910,22565.0,4654.0
04062870,54692.0,28900.0
04689191,9.0,7.0
06966605,10000.0,0.0
09866887,0.0,1.0
05742087,15927.0,450000.0
02917670,3200.0,46.0
SC198763,16191.0,22887.0
09490466,0.0,0.0
05289692,0.0,100.0
03866549,0.0,58588.0
02986446,0.0,2.0
08124468,97421.0,19186.0
02666563,0.0,1028.0
01544152,18978.0,0.0
06172930,20957.0,1.0
04423342,11809.0,10.0
04079510,131473.0,1000.0
04532619,0.0,2.0
07361059,127.0,100.0
02907797,34141.0,0.0
10674564,2148.0,100.0
04677863,48487.0,2.0
10747366,292385.0,-3864.0
02998595,0.0,2.0
07281493,16508.0,357936.0
09969706,0.0,4414.0
03539460,192179.0,982910.0
NI043241,1884.0,205.0
03882652,918.0,2172.0
04236050,0.0,14.0
05297541,13555.0,13555.0
SC559962,9315.0,8864.0
06897603,73133.0,4.0
02126998,992314.0,8000.0
SC095600,664.0,152819.0
SC383530,8004.0,100.0
08615765,660960.0,1175.0
04791438,5661.0,583.0
09427806,0.0,100.0
09928542,0.0,100.0
09588488,0.0,100.0
SC413268,0.0,1.0
01586155,24927.0,19715.0
04169768,91604.0,1.0
09298345,0.0,34999.0
06776868,40800.0,7000.0
08098889,0.0,1.0
10227051,500.0,0.0
04837733,9627.0,6330.0
06863179,534976.0,150000.0
05216570,5066.0,24005.0
SC179504,153689.0,3.0
03097392,467245.0,531520.0
09065346,9408.0,1556.0
10204667,0.0,0.0
SC528053,3967.0,342.0
10743612,20906.0,100.0
05480069,0.0,2.0
06464207,20768.0,3.0
SC257595,3595.0,6253.0
06793948,44056.0,215768.0
05407406,14799.0,35499.0
06764151,132833.0,127299.0
07657278,33759.0,52464.0
