company_number,debt,equity
10986527,0.0,2.0
NI008636,0.0,1.0
05319140,0.0,2.0
00803059,5470.0,100.0
07867776,0.0,1.0
00040987,0.0,0.0
NI629886,0.0,2.0
04297771,2621.0,147415.0
07712469,493896.0,4.0
05275253,71512.0,2.0
08486935,0.0,0.0
02129262,0.0,30840.0
09576637,25801.0,1450.0
08925180,0.0,100.0
02915215,23344.0,-18040.0
05721395,0.0,1.0
06356259,229153.0,2.0
11020263,65938.0,100.0
NI601863,70596.0,48673.0
09968915,0.0,1977.0
01645720,193772.0,731989.0
05222566,6527.0,100.0
09649504,0.0,1000.0
09654635,4959.0,7729.0
05174456,0.0,0.0
06951346,-3017.0,4433.0
NI637146,0.0,1.0
SC108682,0.0,0.0
09488674,0.0,29494.0
02825067,141754.0,21564.0
06668993,46104.0,93219.0
02061828,2948.0,31977.0
06119328,304928.0,2.0
06241695,67679.0,113105.0
08490611,1896.0,1.0
08751420,3764.0,3603.0
00012886,56689.0,26135.0
08184628,0.0,1.0
SC284786,0.0,1.0
02433594,4179.0,60.0
03132671,554605.0,2.0
03343192,0.0,2.0
08318726,93.0,108799.0
05159099,0.0,0.0
06274876,602826.0,-292547.0
SC429705,0.0,6.0
06273721,307578.0,1000.0
09316729,42016.0,-6882.0
04998681,273832.0,100.0
02882225,0.0,100.0
01285742,663.0,100.0
07390411,653140.0,575555.0
02494214,147604.0,250000.0
04200301,0.0,0.0
07124696,2861534.0,800100.0
05701029,21503.0,2.0
05302374,2317315.0,1000000.0
02632734,134.0,15491.0
07244955,690878.0,-22448.0
10101278,2453.0,4796.0
08618691,23639.0,109095.0
07770556,58264.0,203349.0
08322972,8508.0,100.0
06056847,35275.0,-24551.0
10441781,100415.0,100.0
06836819,7495.0,1000.0
01738249,824.0,8.0
07983209,15412.0,2.0
01015687,38764.0,5543832.0
05842127,10537.0,2.0
08649224,6698.0,2371.0
06003227,45904.0,594.0
11075810,0.0,100.0
05953015,543381.0,281620.0
09330301,0.0,1.0
10525216,0.0,0.0
08957792,7890.0,8622.0
SC519349,0.0,300.0
10844903,16482.0,100.0
09088446,13059.0,1.0
09546154,0.0,1.0
01787741,4392379.0,150.0
OC358406,48279.0,0.0
09976988,0.0,0.0
08436016,14535.0,100.0
04957252,300.0,1.0
02568407,144011.0,1033692.0
02657579,6670.0,33.0
03751380,151235.0,89960.0
09448972,10288.0,3345.0
05273587,388202.0,2.0
SC382934,896971.0,0.0
10980934,300.0,100200.0
07009960,1290.0,4341.0
07881759,9926.0,13372.0
NI633975,359730.0,-185029.0
07976731,0.0,38412.0
06290941,200.0,21885.0
04585663,0.0,1.0
08250134,600.0,30.0
05228917,0.0,0.0
06220931,56091.0,2.0
06033097,22285.0,218748.0
05202226,0.0,1.0
09575301,159228.0,-672009.0
05004529,118165.0,100.0
09264141,11710.0,2.0
03614258,0.0,1.0
02251098,16730.0,801121.0
08008915,74637.0,-74456.0
NI071212,5067.0,3632.0
05390127,188719.0,188718.0
SC292766,47457.0,186701.0
05159071,0.0,10.0
04700445,25757.0,100.0
08104281,62368.0,90932.0
09650788,54308.0,100.0
08524590,664.0,250.0
06659192,6039.0,1.0
06026481,837.0,100.0
01128736,229073.0,1000.0
05407741,0.0,54176.0
02831165,521.0,4.0
00520605,0.0,500311.0
09818460,0.0,200.0
03523822,157900.0,100.0
08747234,10094.0,95.0
04424699,1308.0,100.0
SC110120,168988.0,45000.0
10924453,1050.0,0.0
00239630,31484.0,295.0
03016120,2334132.0,122678.0
08161893,206474.0,2.0
02435730,0.0,2.0
08861965,128039.0,100.0
03396067,0.0,3.0
06234562,12648.0,1.0
08046787,45286.0,9900.0
06041260,2306.0,1000.0
03234036,270778.0,2.0
01061217,188441.0,1165794.0
SC435579,0.0,2.0
06180720,76592.0,2.0
07782823,1526325.0,100.0
SC124667,33450.0,1000.0
02893365,0.0,0.0
02254895,37069.0,202.0
09205897,0.0,1.0
NI057618,264513.0,1.0
11115546,-2.0,2.0
09422439,0.0,4.0
07810711,288.0,1.0
09931251,1752.0,100.0
04680088,1518451.0,2.0
08618570,13880.0,-3205.0
05644135,29519.0,-21884.0
NI604888,0.0,2.0
08800259,0.0,2.0
04973215,-36609.0,0.0
10659439,1581.0,1386.0
07649077,1680.0,0.0
10796596,0.0,1.0
05980811,0.0,1.0
SC350566,156.0,935.0
08649226,98145.0,-1319.0
03859669,90750.0,105676.0
05710969,32825.0,22679.0
10431402,916227.0,1000.0
08747368,0.0,100.0
08370399,0.0,17474.0
07481195,2100.0,1000.0
06207416,0.0,0.0
SC513326,0.0,1.0
09089216,5348.0,-4268.0
09547555,0.0,1.0
05809683,0.0,6797.0
09977128,917.0,2094.0
02572439,0.0,7.0
01550602,-1065.0,0.0
NI014977,133209.0,133209.0
04853193,3180.0,-4061.0
10454078,0.0,100.0
02246585,49469.0,300.0
10985458,0.0,1.0
06330077,535.0,1.0
03001280,0.0,100000.0
09676327,454807.0,150000.0
05230818,27249.0,6469.0
04800773,4875.0,-241.0
SC122964,0.0,1.0
04280364,30930.0,100.0
08489220,357.0,573.0
01045895,0.0,100.0
02915651,0.0,2.0
07372832,16395.0,2.0
05016599,0.0,1.0
05169972,25815.0,2.0
10257304,0.0,1.0
02063698,0.0,100.0
08273372,0.0,50622.0
00435899,22623.0,8333.0
09044843,0.0,1.0
10868469,0.0,1000.0
10328220,2315.0,3773.0
10522743,13655.0,60000.0
04270390,8972.0,2641.0
07860163,11119.0,-540.0
06413032,0.0,100.0
06933633,0.0,2.0
08689109,2347.0,30.0
NI604717,97110.0,2.0
02202608,0.0,6.0
05178677,1372.0,43389.0
06029292,248.0,-109.0
03736485,0.0,2.0
04504293,72476.0,100.0
02014531,107922.0,100.0
06899287,21885.0,100.0
09896675,7155.0,-6070.0
03021099,372.0,-87311.0
10972863,3358.0,774.0
04682293,81135.0,66259.0
NI627177,0.0,1.0
09377567,1636317.0,100.0
SC324716,13401.0,159284.0
NI008020,69978.0,69978.0
08548165,0.0,100.0
04879643,150.0,11349.0
08158217,46673.0,-6303.0
05073172,7298.0,285493.0
06360578,3630.0,2356.0
04513175,0.0,1000.0
03902912,7828.0,29.0
10040007,0.0,1826.0
09349353,21904.0,11856.0
10285163,0.0,1.0
SC125046,0.0,0.0
09809046,53.0,-53.0
SC537678,19282.0,17050.0
03682385,30448.0,2.0
SC477050,74773.0,100.0
09423672,6005.0,2327.0
06270524,0.0,2.0
10099128,0.0,1.0
02469133,0.0,2.0
09251993,0.0,100.0
05644398,0.0,116.0
08103935,64092.0,100.0
04970968,0.0,10009.0
10665388,11815.0,831.0
07983451,0.0,3003442.0
03099287,442421.0,-287201.0
00049371,1168247.0,72108.0
09236044,23102.0,19769.0
07746738,0.0,1687.0
02345258,0.0,2.0
01539958,788.0,40230.0
10620986,4868.0,-3481.0
03451049,14551.0,35184.0
08169487,670983.0,1.0
03997920,480.0,10.0
07380745,9127.0,100.0
09932293,982202.0,100.0
06475334,0.0,1.0
09549870,231.0,1.0
SC515059,550859.0,10.0
00896815,0.0,70.0
09093512,115833.0,3710.0
08506752,0.0,100.0
02731948,9427.0,2.0
06155287,699050.0,2.0
09450110,4714.0,129.0
08865014,0.0,1.0
SC243198,401230.0,2450000.0
07481482,44389.0,-7653.0
03277884,0.0,533010.0
SC160123,700000.0,699999.0
05844607,6331004.0,2.0
01988161,5222.0,100.0
02658217,23879.0,8753.0
00014183,5603.0,0.0
03766009,0.0,75851.0
SC113642,238094.0,14747.0
06037609,6201.0,4913.0
04136636,335531.0,508358.0
08747388,978774.0,60.0
07426741,8132.0,24.0
10278487,442.0,-39.0
06627036,0.0,1.0
09264880,0.0,1.0
07101760,0.0,0.0
NI056574,5144.0,4777.0
04280421,11610.0,100.0
01232182,48471.0,1.0
11220819,0.0,1.0
04257130,0.0,1.0
10635225,67002.0,1.0
SC474053,49539.0,42556.0
10523014,0.0,1.0
08488730,186441.0,120.0
03571769,116597.0,2.0
02939918,532.0,325772.0
01974135,17216.0,506188.0
02826093,0.0,0.0
07491059,2233.0,1.0
06672484,91240.0,61028.0
07837580,0.0,4.0
09894386,0.0,59179837.0
03735884,402872.0,999.0
06498846,0.0,2.0
02212532,4439926.0,-4439926.0
02008847,107253.0,4998.0
09849138,10947.0,4166.0
07886277,0.0,42413.0
04951578,4341.0,15588.0
07704750,0.0,2.0
05737715,234822.0,10.0
09673420,3740.0,100.0
06425881,100.0,8.0
02571302,3148.0,5.0
10028946,13760.0,100.0
08161261,0.0,1000.0
05184754,0.0,1.0
07205442,93783.0,2.0
08332200,13630.0,100.0
08044644,2108.0,300.0
SC338667,154631.0,45538.0
06496329,23519.0,4943.0
10040720,27977.0,14762.0
09210887,1163.0,-599.0
03987762,6500337.0,-6500337.0
05434660,198367.0,100.0
10453654,0.0,1.0
OC345380,0.0,0.0
SC549405,10361.0,-6576.0
09193121,26850.0,100.0
07124725,19506.0,1.0
08798326,0.0,1.0
NI604633,0.0,1.0
06043445,5576.0,40008.0
SC383269,20314.0,-13174.0
06058058,6816.0,248.0
07824764,11631.0,0.0
01369494,1565606.0,14.0
03799052,0.0,1.0
10790098,0.0,1000.0
10617856,93963.0,11376.0
04636303,0.0,0.0
07750213,0.0,100.0
03232037,0.0,2.0
10893399,-29600.0,37298.0
07380757,0.0,1.0
10103325,5718.0,100.0
09114167,7084.0,149.0
00357357,3491.0,133218.0
00320949,0.0,75000.0
02762691,0.0,2.0
09769455,0.0,25000.0
06177143,17974.0,57.0
08509799,25079.0,48179.0
05826404,27605.0,1110.0
00949064,10319.0,180432.0
08956996,11293.0,2000.0
10243277,3800.0,1.0
NI631967,9427.0,16301.0
03214787,595.0,0.0
10535172,0.0,1.0
10193207,0.0,100.0
05631693,0.0,0.0
09236410,63384.0,10.0
04137191,150.0,41398.0
10458858,103237.0,2.0
04493899,11829.0,11520.0
05322623,220477.0,100.0
03599153,0.0,2.0
03531973,930.0,-928.0
08540353,0.0,90.0
05345003,92405.0,100.0
10286078,0.0,2640.0
08279190,19176.0,8660.0
05164786,0.0,6.0
04295393,757477.0,1005.0
01232328,0.0,20000.0
02521890,4644.0,0.0
07202268,2827.0,1.0
08274799,37657.0,-33981.0
09303356,50462.0,100.0
09481183,0.0,595101.0
00246764,562851.0,5000.0
10527651,4099.0,591.0
05016682,891498.0,100.0
10332624,27580.0,-890.0
09391316,55900.0,21978.0
NI057006,1997879.0,30100.0
10558898,28862.0,1442.0
09471328,513927.0,108440.0
09052234,624408.0,990.0
03608684,0.0,1.0
SC256559,0.0,0.0
02831476,6128.0,10065.0
SC237063,775.0,0.0
06671245,16089.0,3269.0
04123307,0.0,754.0
04424468,129261.0,45729.0
09657546,78143.0,-35872.0
06499726,173669.0,-170494.0
07705498,0.0,2.0
05021720,2294.0,2399.0
00910564,0.0,101586.0
01640359,0.0,2.0
01227343,0.0,2.0
09378558,0.0,100.0
02149289,40813.0,90545.0
09848313,68619.0,100.0
08096824,9596.0,334.0
NI607444,507593.0,1.0
06360879,9297.0,100.0
00950851,2232.0,13320.0
05945376,5752.0,3702.0
05226465,0.0,0.0
02883391,0.0,100.0
09206714,2559.0,1.0
08159595,331830.0,66601.0
06412692,82400.0,2.0
06166109,0.0,1.0
09220739,0.0,1000.0
07176116,12774.0,5.0
06238836,48850.0,-16350.0
SC418969,0.0,10.0
03235160,950.0,12.0
09804130,0.0,2.0
07027893,76451.0,198329.0
10014085,35495.0,79283.0
NI058673,0.0,3.0
SC443233,84538.0,-91191.0
03452747,28759.0,870356.0
10798758,0.0,100.0
03379580,450.0,4926.0
04923710,2827.0,3515.0
04636674,109187.0,226980.0
08673950,0.0,1.0
NI013529,803058.0,1043737.0
10109694,0.0,1.0
08163620,350.0,1893.0
10264460,200.0,7790.0
03799539,1735275.0,0.0
09936137,0.0,1.0
SC124677,2240448.0,75000.0
06905613,534644.0,-289160.0
07367101,0.0,25763.0
06985637,12055.0,3778.0
00149834,1566991.0,1657797.0
06168151,0.0,18966.0
08957447,0.0,1.0
08507008,0.0,1.0
09735235,21028.0,264462.0
08132673,11029.0,100.0
10233203,13161.0,4381.0
08866337,115428.0,100.0
NI635406,0.0,1.0
09236767,0.0,7.0
SC115638,0.0,100.0
10455754,211719.0,-33398.0
SC519076,918974.0,90.0
06440378,14458.0,2896.0
09677242,5100.0,100.0
08524330,964.0,250.0
SC447671,350.0,1985.0
08263484,27264.0,77332.0
SC268856,0.0,0.0
NI021369,46849.0,323204.0
NI036963,177206.0,104645.0
03089865,7750.0,589846.0
10188732,55844.0,1.0
10492903,0.0,0.0
07804203,125093.0,-36236.0
10250908,53360.0,1.0
06527420,0.0,2.0
10338263,3604.0,55252.0
10630206,1358.0,100.0
09443312,502199.0,242507.0
09483037,11139.0,100.0
08762191,4127.0,160.0
01975715,0.0,464.0
07427059,88205.0,903784.0
06083330,164472.0,2.0
07253336,52926.0,2.0
09981335,0.0,1.0
02826466,0.0,400840.0
03428646,4024.0,2390.0
04277945,322237.0,100.0
09305071,8545.0,4423.0
06659115,27204.0,5907502.0
09406081,6066.0,92688.0
06894946,4614.0,3226.0
03115825,0.0,0.0
09898371,34941.0,-28687.0
01590326,1928.0,9329.0
05371964,29229.0,-16997.0
09672106,5586.0,362.0
02831788,0.0,100.0
08472732,26226.0,61641.0
08255003,0.0,15294.0
05903477,13570.0,1572.0
09822657,0.0,1.0
10034612,291003.0,241.0
10926652,7263.0,1.0
02016429,240360.0,4000.0
07513112,278.0,0.0
06673003,230847.0,2.0
07688954,0.0,10.0
08874320,0.0,100.0
10292639,0.0,300.0
06255586,13648.0,-13648.0
SC417641,0.0,313067.0
09813246,19304.0,580.0
05746358,1098.0,2.0
06239590,0.0,1000.0
06204129,604855.0,2.0
08989418,16180.0,-568.0
NI608499,74190.0,18.0
05010883,11487.0,59950.0
07566876,0.0,982.0
04076409,0.0,1.0
10800225,0.0,1.0
SC342868,623455.0,100.0
01393569,0.0,97113.0
04972342,151611.0,351303.0
SC427583,960.0,2.0
05185814,148683.0,100.0
08166560,1983.0,1213.0
10278562,98508.0,58920.0
04522263,80323.0,100.0
04390484,0.0,1.0
02652825,0.0,2.0
11127444,8258.0,98.0
05630650,53870387.0,1000.0
SC043307,37728.0,4500.0
06908935,300.0,968.0
10593961,0.0,1.0
09113046,531444.0,16551.0
08507269,0.0,1.0
07461988,16177.0,-1534.0
06197727,217631.0,100.0
08729562,103463.0,-84136.0
08961063,11315.0,6672.0
05811253,926.0,100.0
02715103,0.0,0.0
10323559,5713.0,21560.0
09304538,37724.0,100.0
SC307871,70026.0,264114.0
03028365,0.0,2.0
01806690,95422.0,132535.0
05030536,816364.0,1085.0
10395759,3300.0,13154.0
02280025,2632.0,37352.0
08226854,1999.0,8085.0
06925188,23174.0,100.0
00886919,0.0,11.0
10664038,3860.0,-103.0
01162840,0.0,9174.0
SC200911,75483.0,87264.0
